Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
PSG,"€ 1,646","€ 85,570","€ 95,846","€ 3,720","€ 26,600","€ 23,720","€ 31,530"
Lyon,€ 525,"€ 27,290","€ 30,567",€ 780,"€ 8,290","€ 13,980","€ 4,240"
Monaco,€ 517,"€ 26,870","€ 30,097","€ 2,040","€ 5,670","€ 10,870","€ 8,290"
Marseille,€ 404,"€ 20,990","€ 23,511","€ 3,090","€ 3,160","€ 2,970","€ 11,770"
Bordeaux,€ 308,"€ 16,020","€ 17,944","€ 1,720","€ 5,840","€ 5,970","€ 2,490"
Lille,€ 298,"€ 15,480","€ 17,339","€ 2,180","€ 5,020","€ 5,000","€ 3,280"
Rennes,€ 284,"€ 14,790","€ 16,566","€ 1,350","€ 2,870","€ 5,690","€ 4,880"
St-Etienne,€ 258,"€ 13,420","€ 15,032","€ 1,300","€ 4,660","€ 3,670","€ 3,790"
Montpellier,€ 248,"€ 12,880","€ 14,427","€ 1,320","€ 3,430","€ 3,540","€ 4,590"
Guingamp,€ 225,"€ 11,700","€ 13,105",€ 760,"€ 3,610","€ 4,810","€ 2,520"
Evian,€ 221,"€ 11,510","€ 12,892",€ 670,"€ 5,300","€ 2,310","€ 3,230"
Bastia,€ 203,"€ 10,580","€ 11,851",€ 680,"€ 3,120","€ 3,100","€ 3,680"
Toulouse,€ 202,"€ 10,480","€ 11,739",€ 810,"€ 4,660","€ 2,160","€ 2,850"
Nice,€ 200,"€ 10,410","€ 11,660",€ 750,"€ 3,310","€ 3,440","€ 2,910"
Lorient,€ 199,"€ 10,370","€ 11,615","€ 1,040","€ 2,010","€ 5,310","€ 2,010"
Reims,€ 195,"€ 10,120","€ 11,335",€ 950,"€ 5,080","€ 1,810","€ 2,280"
Nantes,€ 171,"€ 8,870","€ 9,935",€ 460,"€ 3,550","€ 2,470","€ 2,390"
Metz,€ 154,"€ 8,020","€ 8,983",€ 380,"€ 1,740","€ 2,200","€ 3,700"
Caen,€ 100,"€ 5,220","€ 5,847",€ 940,"€ 1,730","€ 1,380","€ 1,170"
Lens,€ 89,"€ 4,630","€ 5,186",€ 460,"€ 1,400",€ 860,"€ 1,910"
Total,"€ 6,447","€ 335,220","€ 375,477","€ 25,400","€ 101,050","€ 105,260","€ 103,510"
