Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
PSG,"€ 7,602","€ 395,290","€ 395,290","€ 32,530","€ 76,280","€ 57,400","€ 229,080"
Lyon,"€ 1,313","€ 68,250","€ 68,250","€ 6,090","€ 17,590","€ 25,130","€ 19,440"
Marseille,"€ 1,100","€ 57,210","€ 57,210","€ 7,550","€ 11,470","€ 12,560","€ 25,630"
Monaco,"€ 1,060","€ 55,100","€ 55,100","€ 7,090","€ 13,090","€ 11,100","€ 23,820"
Rennes,€ 542,"€ 28,170","€ 28,170","€ 1,500","€ 8,420","€ 6,200","€ 12,050"
Lille,€ 540,"€ 28,100","€ 28,100","€ 3,110","€ 5,910","€ 7,440","€ 11,640"
Bordeaux,€ 532,"€ 27,670","€ 27,670","€ 2,320","€ 9,630","€ 6,580","€ 9,140"
Nice,€ 508,"€ 26,420","€ 26,420","€ 1,410","€ 7,220","€ 5,810","€ 11,980"
St-Etienne,€ 414,"€ 21,550","€ 21,550","€ 1,780","€ 6,340","€ 1,970","€ 11,460"
Nantes,€ 365,"€ 18,990","€ 18,990","€ 1,380","€ 6,490","€ 1,830","€ 9,290"
Troyes,€ 328,"€ 17,060","€ 17,060",€ 610,"€ 6,900","€ 3,320","€ 6,230"
Strasbourg,€ 290,"€ 15,080","€ 15,080","€ 1,780","€ 5,350","€ 3,200","€ 4,750"
Montpellier,€ 251,"€ 13,070","€ 13,070","€ 1,270","€ 3,780","€ 5,240","€ 2,780"
Angers,€ 241,"€ 12,530","€ 12,530","€ 1,470","€ 2,970","€ 3,460","€ 4,630"
Reims,€ 240,"€ 12,470","€ 12,470","€ 1,520","€ 3,840","€ 3,620","€ 3,490"
Metz,€ 221,"€ 11,500","€ 11,500",€ 750,"€ 3,760","€ 3,200","€ 3,790"
Brest,€ 213,"€ 11,070","€ 11,070","€ 1,160","€ 3,350","€ 2,100","€ 4,460"
Lens,€ 197,"€ 10,230","€ 10,230",€ 830,"€ 1,530","€ 4,450","€ 3,420"
Lorient,€ 171,"€ 8,880","€ 8,880",€ 870,"€ 3,510","€ 1,560","€ 2,940"
Clermont,€ 93,"€ 4,830","€ 4,830",€ 130,"€ 1,870",€ 650,"€ 2,180"
Total,"€ 16,221","€ 843,470","€ 843,470","€ 75,150","€ 199,300","€ 166,820","€ 402,200"
