Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
PSG,"€ 4,910","€ 255,340","€ 273,087","€ 18,900","€ 64,920","€ 44,500","€ 127,020"
Monaco,"€ 1,556","€ 80,900","€ 86,523","€ 6,210","€ 18,110","€ 17,050","€ 39,530"
Lyon,"€ 1,186","€ 61,652","€ 65,937","€ 6,930","€ 23,300","€ 13,860","€ 17,562"
Marseille,€ 905,"€ 47,070","€ 50,342","€ 5,360","€ 10,000","€ 14,220","€ 17,490"
Rennes,€ 673,"€ 34,970","€ 37,401","€ 1,770","€ 7,230","€ 13,830","€ 12,140"
Lille,€ 613,"€ 31,900","€ 34,117","€ 2,410","€ 7,230","€ 10,070","€ 12,190"
Bordeaux,€ 563,"€ 29,280","€ 31,315","€ 2,330","€ 11,300","€ 5,220","€ 10,430"
St-Etienne,€ 517,"€ 26,890","€ 28,759","€ 2,670","€ 8,050","€ 5,610","€ 10,560"
Nice,€ 474,"€ 24,630","€ 26,342","€ 2,180","€ 9,070","€ 4,550","€ 8,830"
Toulouse,€ 381,"€ 19,790","€ 21,165","€ 2,850","€ 4,300","€ 3,430","€ 9,210"
Nantes,€ 365,"€ 18,960","€ 20,278","€ 1,360","€ 4,390","€ 4,880","€ 8,330"
Montpellier,€ 331,"€ 17,210","€ 18,406","€ 2,050","€ 5,560","€ 4,320","€ 5,280"
Amiens,€ 267,"€ 13,860","€ 14,823",€ 500,"€ 3,800","€ 2,880","€ 6,680"
Strasbourg,€ 256,"€ 13,320","€ 14,246","€ 1,690","€ 4,810","€ 2,480","€ 4,340"
Angers,€ 245,"€ 12,760","€ 13,647",€ 890,"€ 4,500","€ 4,470","€ 2,900"
Reims,€ 235,"€ 12,220","€ 13,069",€ 800,"€ 3,270","€ 2,460","€ 5,690"
Metz,€ 222,"€ 11,540","€ 12,342",€ 700,"€ 3,080","€ 5,080","€ 2,680"
Dijon,€ 201,"€ 10,440","€ 11,166",€ 870,"€ 3,240","€ 2,340","€ 3,990"
Nimes,€ 154,"€ 8,010","€ 8,567",€ 650,"€ 2,600","€ 2,820","€ 1,940"
Brest,€ 151,"€ 7,830","€ 8,374",€ 880,"€ 2,000","€ 3,070","€ 1,880"
Total,"€ 14,205","€ 738,572","€ 789,906","€ 62,000","€ 200,760","€ 167,140","€ 308,672"
