Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
PSG,"€ 4,855","€ 252,440","€ 265,623","€ 20,080","€ 54,190","€ 40,830","€ 137,340"
Monaco,"€ 1,159","€ 60,280","€ 63,428","€ 5,180","€ 14,890","€ 10,550","€ 29,660"
Marseille,"€ 1,044","€ 54,280","€ 57,115","€ 4,200","€ 7,640","€ 14,800","€ 27,640"
Lyon,"€ 1,004","€ 52,212","€ 54,939","€ 5,830","€ 11,760","€ 13,330","€ 21,292"
Rennes,€ 605,"€ 31,460","€ 33,103","€ 1,370","€ 5,670","€ 12,620","€ 11,800"
Lille,€ 536,"€ 27,880","€ 29,336","€ 3,090","€ 7,090","€ 7,480","€ 10,220"
Bordeaux,€ 484,"€ 25,180","€ 26,495","€ 2,270","€ 9,450","€ 5,960","€ 7,500"
Nice,€ 449,"€ 23,340","€ 24,559","€ 1,380","€ 10,100","€ 3,860","€ 8,000"
St-Etienne,€ 400,"€ 20,790","€ 21,876","€ 2,920","€ 8,920","€ 1,010","€ 7,940"
Nantes,€ 362,"€ 18,800","€ 19,782","€ 1,300","€ 6,410","€ 2,550","€ 8,540"
Montpellier,€ 314,"€ 16,310","€ 17,162","€ 1,270","€ 3,280","€ 5,390","€ 6,370"
Strasbourg,€ 288,"€ 14,970","€ 15,752","€ 1,740","€ 6,540","€ 3,180","€ 3,510"
Angers,€ 281,"€ 14,590","€ 15,352","€ 1,760","€ 4,200","€ 3,770","€ 4,860"
Brest,€ 216,"€ 11,220","€ 11,806",€ 790,"€ 2,810","€ 4,180","€ 3,440"
Metz,€ 208,"€ 10,810","€ 11,375",€ 810,"€ 2,650","€ 3,280","€ 4,070"
Dijon,€ 208,"€ 10,790","€ 11,353",€ 650,"€ 2,960","€ 2,770","€ 4,410"
Reims,€ 183,"€ 9,540","€ 10,038",€ 780,"€ 2,910","€ 2,180","€ 3,670"
Lorient,€ 177,"€ 9,200","€ 9,680",€ 860,"€ 2,360","€ 2,390","€ 3,590"
Lens,€ 171,"€ 8,880","€ 9,344",€ 830,"€ 2,700","€ 2,310","€ 3,040"
Nimes,€ 160,"€ 8,300","€ 8,733",€ 510,"€ 3,230","€ 3,180","€ 1,380"
Total,"€ 13,104","€ 681,272","€ 716,851","€ 57,620","€ 169,760","€ 145,620","€ 308,272"
