Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
PSG,"€ 3,888","€ 202,160","€ 219,649","€ 5,480","€ 44,040","€ 52,940","€ 99,700"
Monaco,"€ 1,491","€ 77,520","€ 84,226","€ 3,630","€ 14,770","€ 11,120","€ 48,000"
Marseille,"€ 1,005","€ 52,240","€ 56,759","€ 5,350","€ 16,190","€ 12,670","€ 18,030"
Lyon,€ 737,"€ 38,310","€ 41,624","€ 3,330","€ 14,380","€ 10,270","€ 10,330"
Lille,€ 521,"€ 27,080","€ 29,423","€ 2,380","€ 5,870","€ 11,300","€ 7,530"
Nice,€ 441,"€ 22,910","€ 24,892","€ 1,420","€ 6,860","€ 6,060","€ 8,570"
St-Etienne,€ 415,"€ 21,580","€ 23,447","€ 1,600","€ 6,580","€ 5,030","€ 8,370"
Bordeaux,€ 386,"€ 20,050","€ 21,785","€ 1,900","€ 6,350","€ 3,440","€ 8,360"
Toulouse,€ 360,"€ 18,730","€ 20,350",€ 850,"€ 3,650","€ 6,140","€ 8,090"
Rennes,€ 317,"€ 16,470","€ 17,895",€ 900,"€ 5,300","€ 6,210","€ 4,060"
Nantes,€ 291,"€ 15,120","€ 16,428","€ 1,790","€ 4,560","€ 3,970","€ 4,800"
Metz,€ 251,"€ 13,060","€ 14,190","€ 1,060","€ 4,060","€ 4,400","€ 3,540"
Amiens,€ 237,"€ 12,310","€ 13,375",€ 380,"€ 1,900","€ 1,820","€ 8,210"
Montpellier,€ 231,"€ 12,010","€ 13,049","€ 1,420","€ 4,590","€ 2,850","€ 3,150"
Dijon,€ 212,"€ 11,020","€ 11,973",€ 880,"€ 4,920","€ 3,290","€ 1,930"
Strasbourg,€ 208,"€ 10,840","€ 11,778",€ 800,"€ 3,880","€ 3,610","€ 2,550"
Caen,€ 202,"€ 10,500","€ 11,408","€ 1,400","€ 3,000","€ 2,240","€ 3,860"
Angers,€ 195,"€ 10,140","€ 11,017","€ 1,260","€ 2,810","€ 2,850","€ 3,220"
Guingamp,€ 181,"€ 9,420","€ 10,235",€ 920,"€ 3,470","€ 2,440","€ 2,590"
Troyes,€ 133,"€ 6,900","€ 7,497",€ 490,"€ 2,900","€ 2,260","€ 1,250"
Total,"€ 11,702","€ 608,370","€ 661,000","€ 37,240","€ 160,080","€ 154,910","€ 256,140"
