Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Juventus,"€ 2,185","€ 113,616","€ 127,261","€ 11,144","€ 41,391","€ 33,044","€ 28,037"
Roma,"€ 1,612","€ 83,822","€ 93,889","€ 8,711","€ 19,329","€ 37,928","€ 17,854"
Inter Milan,"€ 1,402","€ 72,889","€ 81,643","€ 6,337","€ 18,547","€ 24,038","€ 23,967"
Napoli,"€ 1,361","€ 70,784","€ 79,285","€ 4,840","€ 24,817","€ 29,970","€ 11,157"
AC Milan,"€ 1,197","€ 62,259","€ 69,736","€ 3,114","€ 21,641","€ 28,014","€ 9,490"
Lazio,€ 765,"€ 39,755","€ 44,529","€ 4,543","€ 14,364","€ 11,248","€ 9,600"
Torino,€ 727,"€ 37,787","€ 42,325","€ 7,161","€ 12,508","€ 13,874","€ 4,244"
Fiorentina,€ 619,"€ 32,212","€ 36,081","€ 2,591","€ 6,197","€ 13,977","€ 9,447"
Genoa,€ 602,"€ 31,301","€ 35,060","€ 2,973","€ 7,284","€ 13,484","€ 7,560"
Sampdoria,€ 531,"€ 27,592","€ 30,906","€ 2,221","€ 8,806","€ 9,681","€ 6,884"
Bologna,€ 467,"€ 24,279","€ 27,195","€ 1,754","€ 6,984","€ 9,191","€ 6,350"
Sassuolo,€ 465,"€ 24,203","€ 27,110","€ 3,431","€ 6,917","€ 9,051","€ 4,804"
Atalanta,€ 462,"€ 24,016","€ 26,900","€ 2,461","€ 9,253","€ 4,736","€ 7,566"
Cagliari,€ 366,"€ 19,037","€ 21,323","€ 3,391","€ 5,378","€ 5,091","€ 5,177"
Udinese,€ 341,"€ 17,728","€ 19,857","€ 1,904","€ 6,987","€ 3,547","€ 5,290"
Palermo,€ 310,"€ 16,142","€ 18,081",€ 641,"€ 6,394","€ 4,117","€ 4,990"
Pescara,€ 291,"€ 15,143","€ 16,962","€ 1,040","€ 4,738","€ 6,028","€ 3,337"
Empoli,€ 288,"€ 14,983","€ 16,782",€ 987,"€ 3,488","€ 6,148","€ 4,360"
Chievo Verona,€ 266,"€ 13,826","€ 15,486","€ 1,504","€ 4,071","€ 6,291","€ 1,960"
Crotone,€ 170,"€ 8,824","€ 9,884",€ 596,"€ 3,207","€ 2,774","€ 2,247"
Total,"€ 14,427","€ 750,198","€ 840,295","€ 71,344","€ 232,301","€ 272,232","€ 174,321"
