Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Juventus,"€ 2,718","€ 141,327","€ 156,519","€ 15,147","€ 40,310","€ 33,560","€ 52,310"
AC Milan,"€ 2,040","€ 106,099","€ 117,504","€ 14,124","€ 43,014","€ 23,187","€ 25,774"
Inter Milan,"€ 1,583","€ 82,317","€ 91,166","€ 5,907","€ 27,097","€ 20,693","€ 28,620"
Napoli,"€ 1,497","€ 77,839","€ 86,207","€ 5,387","€ 22,915","€ 19,523","€ 30,014"
Roma,"€ 1,418","€ 73,739","€ 81,666","€ 2,501","€ 24,087","€ 24,670","€ 22,481"
Lazio,"€ 1,126","€ 58,572","€ 64,868","€ 5,167","€ 15,984","€ 19,047","€ 18,374"
Sampdoria,€ 678,"€ 35,252","€ 39,042","€ 2,664","€ 11,590","€ 11,014","€ 9,984"
Fiorentina,€ 659,"€ 34,256","€ 37,938","€ 1,411","€ 7,317","€ 10,984","€ 14,544"
Genoa,€ 603,"€ 31,334","€ 34,702","€ 3,167","€ 9,147","€ 12,380","€ 6,640"
Sassuolo,€ 560,"€ 29,109","€ 32,238","€ 2,834","€ 8,657","€ 5,574","€ 12,044"
Torino,€ 549,"€ 28,542","€ 31,610","€ 3,427","€ 9,854","€ 9,260","€ 6,001"
Atalanta,€ 499,"€ 25,944","€ 28,733","€ 2,210","€ 9,400","€ 6,323","€ 8,011"
Bologna,€ 459,"€ 23,851","€ 26,415","€ 1,951","€ 4,767","€ 8,210","€ 8,923"
Cagliari,€ 453,"€ 23,580","€ 26,115","€ 1,374","€ 6,588","€ 7,551","€ 8,067"
SPAL,€ 383,"€ 19,938","€ 22,081","€ 1,274","€ 6,067","€ 6,247","€ 6,350"
Hellas Verona,€ 347,"€ 18,044","€ 19,984",€ 717,"€ 6,607","€ 5,404","€ 5,316"
Benevento,€ 345,"€ 17,919","€ 19,845","€ 1,554","€ 4,894","€ 6,694","€ 4,777"
Udinese,€ 337,"€ 17,527","€ 19,411","€ 1,390","€ 6,164","€ 3,633","€ 6,340"
Chievo Verona,€ 259,"€ 13,444","€ 14,889","€ 1,497","€ 3,840","€ 4,880","€ 3,227"
Crotone,€ 209,"€ 10,861","€ 12,029",€ 870,"€ 3,640","€ 2,234","€ 4,117"
Total,"€ 16,722","€ 869,494","€ 962,962","€ 74,573","€ 271,939","€ 241,068","€ 281,914"
