Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Juventus,"€ 4,993","€ 259,640","€ 286,198","€ 14,080","€ 56,690","€ 61,460","€ 127,410"
Roma,"€ 2,248","€ 116,910","€ 128,868","€ 6,630","€ 44,690","€ 17,320","€ 48,270"
Inter Milan,"€ 2,243","€ 116,620","€ 128,549","€ 7,230","€ 30,970","€ 41,280","€ 37,140"
AC Milan,"€ 2,024","€ 105,223","€ 115,986","€ 19,230","€ 29,280","€ 23,080","€ 33,633"
Napoli,"€ 1,924","€ 100,060","€ 110,295","€ 4,570","€ 37,950","€ 15,050","€ 42,490"
Lazio,"€ 1,244","€ 64,677","€ 71,293","€ 6,300","€ 16,747","€ 24,450","€ 17,180"
Fiorentina,€ 926,"€ 48,157","€ 53,083","€ 1,987","€ 14,320","€ 11,190","€ 20,660"
Genoa,€ 919,"€ 47,810","€ 52,700","€ 7,860","€ 13,650","€ 10,230","€ 16,070"
Torino,€ 890,"€ 46,288","€ 51,023","€ 3,750","€ 16,478","€ 10,740","€ 15,320"
Cagliari,€ 825,"€ 42,877","€ 47,263","€ 3,657","€ 9,060","€ 16,200","€ 13,960"
Atalanta,€ 714,"€ 37,150","€ 40,950","€ 1,770","€ 15,390","€ 7,410","€ 12,580"
Bologna,€ 709,"€ 36,886","€ 40,659","€ 2,446","€ 8,020","€ 12,740","€ 13,680"
Sampdoria,€ 709,"€ 36,850","€ 40,619","€ 1,960","€ 14,710","€ 8,890","€ 11,290"
Lecce,€ 622,"€ 32,340","€ 35,648","€ 2,637","€ 11,783","€ 7,780","€ 10,140"
Sassuolo,€ 622,"€ 32,326","€ 35,633","€ 3,060","€ 10,576","€ 7,030","€ 11,660"
SPAL,€ 595,"€ 30,914","€ 34,076","€ 2,510","€ 9,924","€ 9,840","€ 8,640"
Parma,€ 556,"€ 28,927","€ 31,886","€ 3,360","€ 7,410","€ 7,220","€ 10,937"
Hellas Verona,€ 525,"€ 27,317","€ 30,111","€ 1,580","€ 5,500","€ 6,587","€ 13,650"
Udinese,€ 396,"€ 20,580","€ 22,685","€ 1,670","€ 7,500","€ 4,770","€ 6,640"
Brescia,€ 311,"€ 16,180","€ 17,835","€ 1,080","€ 4,680","€ 2,980","€ 7,440"
Total,"€ 23,995","€ 1,247,732","€ 1,375,360","€ 97,367","€ 365,328","€ 306,247","€ 478,790"
