Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Juventus,"€ 3,480","€ 180,950","€ 180,950","€ 15,380","€ 65,030","€ 41,600","€ 58,940"
Inter Milan,"€ 2,996","€ 155,810","€ 155,810","€ 8,060","€ 34,660","€ 66,170","€ 46,920"
Napoli,"€ 1,951","€ 101,450","€ 101,450","€ 3,640","€ 41,080","€ 12,780","€ 43,950"
Roma,"€ 1,922","€ 99,930","€ 99,930","€ 5,150","€ 34,040","€ 31,320","€ 29,420"
AC Milan,"€ 1,688","€ 87,780","€ 87,780","€ 7,080","€ 35,360","€ 15,930","€ 29,410"
Lazio,"€ 1,496","€ 77,810","€ 77,810","€ 6,110","€ 21,430","€ 24,700","€ 25,570"
Fiorentina,"€ 1,091","€ 56,757","€ 56,757","€ 2,357","€ 14,380","€ 18,930","€ 21,090"
Torino,"€ 1,063","€ 55,250","€ 55,250","€ 2,700","€ 15,640","€ 14,140","€ 22,770"
Atalanta,€ 891,"€ 46,350","€ 46,350","€ 4,260","€ 16,560","€ 7,100","€ 18,430"
Genoa,€ 891,"€ 46,306","€ 46,306","€ 5,740","€ 12,920","€ 16,336","€ 11,310"
Bologna,€ 750,"€ 38,990","€ 38,990","€ 3,060","€ 12,900","€ 3,670","€ 19,360"
Sampdoria,€ 724,"€ 37,650","€ 37,650","€ 1,820","€ 13,020","€ 15,150","€ 7,660"
Empoli,€ 717,"€ 37,300","€ 37,300","€ 1,330","€ 10,390","€ 12,360","€ 13,220"
Cagliari,€ 681,"€ 35,430","€ 35,430","€ 2,130","€ 12,600","€ 10,390","€ 10,310"
Salernitana,€ 660,"€ 34,300","€ 34,300","€ 4,220","€ 10,460","€ 8,840","€ 10,780"
Sassuolo,€ 545,"€ 28,350","€ 28,350","€ 2,780","€ 9,850","€ 5,150","€ 10,570"
Venezia,€ 467,"€ 24,287","€ 24,287","€ 1,367","€ 11,280","€ 6,410","€ 5,230"
Udinese,€ 463,"€ 24,070","€ 24,070","€ 1,300","€ 12,460","€ 3,090","€ 7,220"
Hellas Verona,€ 456,"€ 23,720","€ 23,720",€ 970,"€ 6,080","€ 5,040","€ 11,630"
Spezia,€ 375,"€ 19,500","€ 19,500","€ 2,120","€ 5,260","€ 2,350","€ 9,770"
Total,"€ 23,307","€ 1,211,990","€ 1,211,990","€ 81,574","€ 395,400","€ 321,456","€ 413,560"
