Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Juventus,"€ 3,193","€ 166,060","€ 166,060","€ 15,380","€ 48,650","€ 60,760","€ 41,270"
Inter Milan,"€ 2,568","€ 133,540","€ 133,540","€ 8,760","€ 34,510","€ 41,790","€ 48,480"
Roma,"€ 1,877","€ 97,600","€ 97,600","€ 5,500","€ 32,500","€ 20,030","€ 39,570"
AC Milan,"€ 1,781","€ 92,600","€ 92,600","€ 6,740","€ 31,290","€ 22,850","€ 31,720"
Napoli,"€ 1,463","€ 76,066","€ 76,066","€ 5,900","€ 23,570","€ 21,926","€ 24,670"
Lazio,"€ 1,344","€ 69,910","€ 69,910","€ 3,320","€ 24,320","€ 22,640","€ 19,630"
Fiorentina,"€ 1,086","€ 56,450","€ 56,450","€ 4,630","€ 14,110","€ 17,490","€ 20,220"
Monza,€ 805,"€ 41,847","€ 41,847","€ 3,110","€ 17,960","€ 10,170","€ 10,607"
Atalanta,€ 785,"€ 40,837","€ 40,837","€ 4,260","€ 15,380","€ 6,697","€ 14,500"
Torino,€ 755,"€ 39,266","€ 39,266","€ 3,306","€ 12,350","€ 9,020","€ 14,590"
Salernitana,€ 717,"€ 37,302","€ 37,302","€ 4,170","€ 14,466","€ 9,816","€ 8,850"
Bologna,€ 656,"€ 34,118","€ 34,118","€ 3,082","€ 11,666","€ 5,940","€ 13,430"
Sassuolo,€ 639,"€ 33,220","€ 33,220","€ 2,890","€ 7,870","€ 3,850","€ 18,610"
Sampdoria,€ 620,"€ 32,253","€ 32,253","€ 2,323","€ 13,550","€ 6,390","€ 9,990"
Lecce,€ 614,"€ 31,904","€ 31,904",€ 878,"€ 20,460","€ 4,566","€ 6,000"
Empoli,€ 568,"€ 29,533","€ 29,533","€ 1,990","€ 8,257","€ 8,306","€ 10,980"
Spezia,€ 539,"€ 28,026","€ 28,026","€ 3,230","€ 6,850","€ 7,116","€ 10,830"
Hellas Verona,€ 498,"€ 25,910","€ 25,910","€ 1,700","€ 8,030","€ 4,700","€ 11,480"
Cremonese,€ 461,"€ 23,956","€ 23,956","€ 2,630","€ 6,280","€ 9,956","€ 5,090"
Udinese,€ 446,"€ 23,172","€ 23,172","€ 2,276","€ 8,500","€ 5,660","€ 6,736"
Total,"€ 21,415","€ 1,113,570","€ 1,113,570","€ 86,075","€ 360,569","€ 299,673","€ 367,253"
