Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Juventus,"€ 4,567","€ 237,464","€ 261,393","€ 13,340","€ 54,237","€ 40,517","€ 129,370"
AC Milan,"€ 2,748","€ 142,872","€ 157,269","€ 18,927","€ 37,451","€ 42,160","€ 44,334"
Inter Milan,"€ 2,304","€ 119,798","€ 131,870","€ 7,547","€ 47,248","€ 30,185","€ 34,818"
Roma,"€ 2,034","€ 105,756","€ 116,413","€ 4,894","€ 31,841","€ 39,120","€ 29,901"
Napoli,"€ 1,835","€ 95,435","€ 105,052","€ 6,374","€ 30,804","€ 20,633","€ 37,624"
Lazio,"€ 1,257","€ 65,356","€ 71,942","€ 5,227","€ 19,538","€ 29,247","€ 11,344"
Torino,€ 865,"€ 44,969","€ 49,501","€ 4,347","€ 14,351","€ 14,567","€ 11,704"
Fiorentina,€ 841,"€ 43,723","€ 48,129","€ 1,901","€ 11,321","€ 13,647","€ 16,854"
Bologna,€ 785,"€ 40,824","€ 44,938","€ 2,484","€ 11,867","€ 13,247","€ 13,226"
Sampdoria,€ 757,"€ 39,340","€ 43,304","€ 2,224","€ 10,871","€ 15,174","€ 11,071"
Atalanta,€ 753,"€ 39,159","€ 43,105","€ 3,377","€ 9,498","€ 12,583","€ 13,701"
Genoa,€ 739,"€ 38,450","€ 42,325","€ 2,354","€ 10,845","€ 13,991","€ 11,260"
Sassuolo,€ 703,"€ 36,562","€ 40,246","€ 2,910","€ 9,761","€ 7,864","€ 16,027"
Udinese,€ 680,"€ 35,373","€ 38,938","€ 4,776","€ 10,210","€ 12,697","€ 7,690"
Cagliari,€ 619,"€ 32,205","€ 35,450","€ 1,987","€ 10,450","€ 12,011","€ 7,757"
Parma,€ 480,"€ 24,937","€ 27,450","€ 2,057","€ 4,630","€ 7,840","€ 10,410"
SPAL,€ 473,"€ 24,591","€ 27,069","€ 2,620","€ 6,717","€ 8,984","€ 6,270"
Chievo Verona,€ 469,"€ 24,393","€ 26,851","€ 1,644","€ 8,751","€ 7,894","€ 6,104"
Frosinone,€ 434,"€ 22,567","€ 24,841","€ 2,320","€ 6,610","€ 6,660","€ 6,977"
Empoli,€ 379,"€ 19,707","€ 21,693","€ 1,367","€ 7,710","€ 4,540","€ 6,090"
Total,"€ 23,722","€ 1,233,481","€ 1,357,779","€ 92,677","€ 354,711","€ 353,561","€ 432,532"
