Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Chelsea,"€ 3,871","€ 201,271","€ 224,889","€ 12,099","€ 48,835","€ 60,728","€ 79,609"
Manchester City,"€ 3,394","€ 176,493","€ 197,203","€ 11,424","€ 56,389","€ 57,447","€ 51,233"
Manchester United,"€ 3,372","€ 175,330","€ 195,904","€ 18,229","€ 52,865","€ 58,942","€ 45,294"
Arsenal,"€ 3,112","€ 161,833","€ 180,824","€ 14,097","€ 46,637","€ 64,247","€ 36,852"
Liverpool,"€ 2,733","€ 142,095","€ 158,770","€ 9,297","€ 37,334","€ 44,254","€ 51,210"
Tottenham,"€ 2,034","€ 105,783","€ 118,196","€ 9,813","€ 30,368","€ 30,115","€ 35,486"
Everton,"€ 1,926","€ 100,153","€ 111,905","€ 8,142","€ 34,697","€ 29,180","€ 28,134"
West Ham,"€ 1,893","€ 98,430","€ 109,981","€ 6,988","€ 27,222","€ 25,361","€ 38,859"
Leicester,"€ 1,762","€ 91,602","€ 102,352","€ 10,512","€ 29,471","€ 30,352","€ 21,268"
Crystal Palace,"€ 1,657","€ 86,168","€ 96,279","€ 7,626","€ 25,065","€ 24,400","€ 29,076"
Southampton,"€ 1,638","€ 85,162","€ 95,156","€ 11,047","€ 25,369","€ 20,527","€ 28,219"
Bournemouth,"€ 1,208","€ 62,806","€ 70,176","€ 7,292","€ 21,450","€ 14,377","€ 19,688"
Fulham,"€ 1,123","€ 58,380","€ 65,230","€ 7,589","€ 13,428","€ 15,654","€ 21,709"
Watford,"€ 1,110","€ 57,724","€ 64,498","€ 4,132","€ 18,776","€ 17,926","€ 16,890"
Newcastle,"€ 1,047","€ 54,420","€ 60,806","€ 5,074","€ 20,848","€ 14,583","€ 13,915"
Burnley,€ 981,"€ 51,025","€ 57,012","€ 7,444","€ 16,467","€ 11,211","€ 15,903"
Brighton,€ 977,"€ 50,828","€ 56,793","€ 4,010","€ 18,551","€ 13,198","€ 15,070"
Wolverhampton,€ 914,"€ 47,523","€ 53,100","€ 8,386","€ 9,321","€ 15,313","€ 14,504"
Huddersfield,€ 789,"€ 41,052","€ 45,869","€ 2,643","€ 12,578","€ 13,271","€ 12,560"
Cardiff,€ 741,"€ 38,550","€ 43,074","€ 3,646","€ 9,643","€ 13,018","€ 12,244"
Total,"€ 36,282","€ 1,886,628","€ 2,108,017","€ 169,490","€ 555,314","€ 574,104","€ 587,723"
