Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Manchester United,"€ 3,422","€ 177,956","€ 206,932","€ 16,507","€ 46,834","€ 72,942","€ 41,673"
Manchester City,"€ 3,038","€ 157,982","€ 183,706","€ 9,965","€ 51,048","€ 52,586","€ 44,382"
Arsenal,"€ 2,299","€ 119,572","€ 139,042","€ 9,722","€ 37,836","€ 39,018","€ 32,995"
Chelsea,"€ 2,216","€ 115,235","€ 133,999","€ 10,938","€ 26,531","€ 31,215","€ 46,551"
Liverpool,"€ 2,034","€ 105,779","€ 123,003","€ 10,330","€ 23,850","€ 32,448","€ 39,151"
Crystal Palace,"€ 1,622","€ 84,331","€ 98,062","€ 7,030","€ 24,336","€ 21,368","€ 31,596"
Tottenham,"€ 1,601","€ 83,272","€ 96,832","€ 10,546","€ 24,932","€ 29,516","€ 18,278"
Everton,"€ 1,523","€ 79,180","€ 92,073","€ 3,084","€ 22,696","€ 26,968","€ 26,433"
Leicester,"€ 1,426","€ 74,138","€ 86,210","€ 8,629","€ 17,931","€ 21,328","€ 26,250"
Southampton,"€ 1,264","€ 65,724","€ 76,426","€ 6,600","€ 23,759","€ 12,214","€ 23,151"
West Ham,"€ 1,235","€ 64,228","€ 74,686","€ 2,795","€ 24,063","€ 12,232","€ 25,138"
Stoke City,"€ 1,205","€ 62,650","€ 72,852","€ 5,317","€ 12,070","€ 16,103","€ 29,161"
Sunderland,"€ 1,074","€ 55,825","€ 64,915","€ 3,828","€ 18,618","€ 16,972","€ 16,406"
Watford,"€ 1,047","€ 54,457","€ 63,324","€ 3,758","€ 17,391","€ 19,916","€ 13,392"
Hull City,€ 947,"€ 49,248","€ 57,268","€ 2,710","€ 13,733","€ 13,477","€ 19,329"
West Bromwich,€ 927,"€ 48,204","€ 56,054","€ 4,314","€ 13,544","€ 13,484","€ 16,862"
Swansea,€ 893,"€ 46,424","€ 53,983","€ 5,590","€ 12,882","€ 9,175","€ 18,776"
Middlesbrough,€ 873,"€ 45,419","€ 52,815","€ 4,861","€ 12,244","€ 11,120","€ 17,194"
Bournemouth,€ 762,"€ 39,610","€ 46,060","€ 4,588","€ 11,973","€ 10,262","€ 12,787"
Burnley,€ 553,"€ 28,772","€ 33,457","€ 2,734","€ 7,991","€ 12,335","€ 5,712"
Total,"€ 29,961","€ 1,558,006","€ 1,811,699","€ 133,846","€ 444,262","€ 474,679","€ 505,217"
