Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Manchester City,"€ 2,855","€ 148,464","€ 177,054","€ 11,120","€ 53,730","€ 57,113","€ 26,502"
Manchester United,"€ 2,770","€ 144,064","€ 171,806","€ 16,953","€ 41,615","€ 52,075","€ 33,420"
Chelsea,"€ 2,246","€ 116,802","€ 139,295","€ 10,252","€ 30,042","€ 25,782","€ 50,727"
Arsenal,"€ 2,175","€ 113,094","€ 134,873","€ 9,479","€ 27,299","€ 43,660","€ 32,655"
Liverpool,"€ 2,105","€ 109,461","€ 130,541","€ 5,378","€ 38,033","€ 30,747","€ 35,304"
Everton,"€ 1,247","€ 64,824","€ 77,307","€ 3,585","€ 19,445","€ 18,521","€ 23,273"
Crystal Palace,"€ 1,206","€ 62,733","€ 74,814","€ 4,800","€ 15,860","€ 16,772","€ 25,301"
Tottenham,"€ 1,201","€ 62,438","€ 74,462","€ 7,596","€ 18,991","€ 16,710","€ 19,141"
West Ham,"€ 1,188","€ 61,773","€ 73,669","€ 2,759","€ 20,893","€ 22,457","€ 15,664"
Newcastle,"€ 1,060","€ 55,145","€ 65,764","€ 4,648","€ 13,343","€ 19,748","€ 17,404"
Sunderland,"€ 1,042","€ 54,180","€ 64,613","€ 4,709","€ 15,064","€ 14,784","€ 19,622"
Southampton,€ 974,"€ 50,672","€ 60,430","€ 6,228","€ 15,799","€ 11,728","€ 16,917"
Stoke City,€ 950,"€ 49,416","€ 58,932","€ 3,111","€ 15,404","€ 12,277","€ 18,624"
West Bromwich,€ 941,"€ 48,915","€ 58,335","€ 4,284","€ 16,072","€ 14,353","€ 14,207"
Swansea,€ 913,"€ 47,457","€ 56,596","€ 4,588","€ 14,447","€ 10,755","€ 17,667"
Leicester,€ 864,"€ 44,929","€ 53,582","€ 4,785","€ 9,899","€ 14,887","€ 15,358"
Aston Villa,€ 836,"€ 43,447","€ 51,813","€ 3,342","€ 17,555","€ 11,697","€ 10,853"
Norwich,€ 734,"€ 38,160","€ 45,509","€ 3,646","€ 11,788","€ 9,115","€ 13,611"
Watford,€ 699,"€ 36,341","€ 43,339","€ 2,543","€ 10,391","€ 14,735","€ 8,672"
Bournemouth,€ 598,"€ 31,107","€ 37,098","€ 3,816","€ 8,878","€ 5,123","€ 13,291"
Total,"€ 26,604","€ 1,383,422","€ 1,649,832","€ 117,622","€ 414,548","€ 423,039","€ 428,213"
