Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Manchester United,"€ 5,583","€ 290,302","€ 290,302","€ 30,078","€ 85,222","€ 61,372","€ 113,630"
Chelsea,"€ 5,091","€ 264,751","€ 264,751","€ 17,014","€ 94,610","€ 63,195","€ 89,931"
Manchester City,"€ 4,476","€ 232,728","€ 232,728","€ 11,241","€ 83,551","€ 46,485","€ 91,451"
Liverpool,"€ 3,698","€ 192,320","€ 192,320","€ 13,368","€ 54,384","€ 59,853","€ 64,714"
Arsenal,"€ 2,989","€ 155,436","€ 155,436","€ 9,418","€ 45,452","€ 44,358","€ 56,207"
Tottenham,"€ 2,629","€ 136,720","€ 136,720","€ 11,545","€ 47,396","€ 31,294","€ 46,485"
Aston Villa,"€ 2,481","€ 128,996","€ 128,996","€ 11,545","€ 41,624","€ 35,243","€ 40,584"
Newcastle,"€ 2,067","€ 107,462","€ 107,462","€ 9,115","€ 37,552","€ 22,635","€ 38,160"
West Ham,"€ 1,998","€ 103,907","€ 103,907","€ 13,368","€ 34,636","€ 9,418","€ 46,485"
Everton,"€ 1,953","€ 101,537","€ 101,537","€ 11,241","€ 40,469","€ 21,571","€ 28,255"
Leicester,"€ 1,905","€ 99,046","€ 99,046","€ 5,469","€ 37,370","€ 23,394","€ 32,813"
Nottingham Forest,"€ 1,725","€ 89,686","€ 89,686","€ 12,609","€ 29,775","€ 18,533","€ 28,770"
Crystal Palace,"€ 1,583","€ 82,336","€ 82,336","€ 9,115","€ 25,217","€ 27,040","€ 20,964"
Wolverhampton,"€ 1,523","€ 79,207","€ 79,207","€ 3,038","€ 13,854","€ 22,665","€ 39,649"
Fulham,"€ 1,402","€ 72,917","€ 72,917","€ 6,380","€ 27,952","€ 14,887","€ 23,698"
Southampton,"€ 1,400","€ 72,796","€ 72,796","€ 5,469","€ 15,677","€ 18,533","€ 33,117"
Leeds,"€ 1,372","€ 71,368","€ 71,368","€ 3,646","€ 22,452","€ 13,672","€ 31,598"
Bournemouth,"€ 1,118","€ 58,152","€ 58,152","€ 5,894","€ 20,295","€ 11,302","€ 20,660"
Brighton,"€ 1,008","€ 52,440","€ 52,440","€ 3,342","€ 16,103","€ 15,981","€ 17,014"
Brentford,€ 816,"€ 42,414","€ 42,414","€ 3,038","€ 16,285","€ 10,634","€ 12,457"
Total,"€ 46,817","€ 2,434,521","€ 2,434,521","€ 195,933","€ 789,876","€ 572,065","€ 876,642"
