Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Manchester United,"€ 5,366","€ 279,026","€ 279,026","€ 33,420","€ 70,674","€ 43,143","€ 131,789"
Chelsea,"€ 4,210","€ 218,916","€ 218,916","€ 14,583","€ 59,853","€ 59,713","€ 84,766"
Manchester City,"€ 3,788","€ 196,985","€ 196,985","€ 10,391","€ 70,487","€ 28,629","€ 87,478"
Liverpool,"€ 3,343","€ 173,847","€ 173,847","€ 17,014","€ 54,384","€ 55,296","€ 47,153"
Arsenal,"€ 2,653","€ 137,975","€ 137,975","€ 9,816","€ 43,264","€ 31,901","€ 52,994"
Tottenham,"€ 2,481","€ 129,026","€ 129,026","€ 7,899","€ 34,491","€ 35,851","€ 50,785"
Everton,"€ 2,476","€ 128,776","€ 128,776","€ 9,418","€ 36,823","€ 36,599","€ 45,936"
Aston Villa,"€ 1,918","€ 99,712","€ 99,712","€ 9,722","€ 30,569","€ 16,804","€ 42,617"
Leicester,"€ 1,833","€ 95,342","€ 95,342","€ 11,732","€ 32,766","€ 21,116","€ 29,728"
West Ham,"€ 1,751","€ 91,072","€ 91,072","€ 13,854","€ 33,724","€ 11,896","€ 31,598"
Newcastle,"€ 1,647","€ 85,664","€ 85,664","€ 5,773","€ 31,873","€ 19,926","€ 28,092"
Crystal Palace,"€ 1,616","€ 84,030","€ 84,030","€ 7,011","€ 24,458","€ 22,179","€ 30,382"
Wolverhampton,"€ 1,410","€ 73,333","€ 73,333","€ 2,477","€ 24,231","€ 15,285","€ 31,340"
Southampton,"€ 1,318","€ 68,543","€ 68,543","€ 10,832","€ 14,182","€ 18,370","€ 25,159"
Brighton,"€ 1,120","€ 58,217","€ 58,217","€ 3,646","€ 20,613","€ 14,338","€ 19,620"
Watford,€ 945,"€ 49,114","€ 49,114","€ 3,015","€ 17,388","€ 17,867","€ 10,844"
Burnley,€ 918,"€ 47,712","€ 47,712","€ 3,389","€ 17,458","€ 9,208","€ 17,657"
Leeds,€ 839,"€ 43,650","€ 43,650","€ 2,431","€ 15,366","€ 4,651","€ 21,202"
Norwich,€ 713,"€ 37,101","€ 37,101","€ 4,067","€ 17,248","€ 8,449","€ 7,338"
Brentford,€ 643,"€ 33,427","€ 33,427","€ 2,431","€ 10,150","€ 9,605","€ 11,241"
Total,"€ 40,988","€ 2,131,468","€ 2,131,468","€ 182,921","€ 660,002","€ 480,826","€ 807,719"
