Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Manchester United,"€ 3,694","€ 192,109","€ 212,550","€ 28,863","€ 65,018","€ 33,420","€ 64,808"
Manchester City,"€ 3,509","€ 182,492","€ 201,909","€ 12,457","€ 46,298","€ 29,237","€ 94,500"
Chelsea,"€ 2,909","€ 151,280","€ 167,376","€ 11,370","€ 41,098","€ 49,967","€ 48,845"
Liverpool,"€ 2,601","€ 135,259","€ 149,651","€ 9,477","€ 37,978","€ 39,801","€ 48,004"
Arsenal,"€ 2,587","€ 134,523","€ 148,836","€ 7,899","€ 49,208","€ 20,169","€ 57,247"
Tottenham,"€ 2,391","€ 124,310","€ 137,537","€ 10,026","€ 29,471","€ 38,632","€ 46,181"
Everton,"€ 2,145","€ 111,561","€ 123,431","€ 9,757","€ 28,980","€ 24,329","€ 48,495"
West Ham,"€ 1,733","€ 90,114","€ 99,702","€ 8,386","€ 27,648","€ 15,799","€ 38,282"
Crystal Palace,"€ 1,671","€ 86,905","€ 96,152","€ 6,532","€ 26,129","€ 18,697","€ 35,547"
Leicester,"€ 1,531","€ 79,602","€ 88,071","€ 10,517","€ 24,913","€ 20,625","€ 23,546"
Newcastle,"€ 1,462","€ 76,035","€ 84,125","€ 4,861","€ 26,463","€ 20,464","€ 24,247"
Watford,"€ 1,284","€ 66,747","€ 73,849","€ 3,225","€ 19,550","€ 14,467","€ 29,506"
Southampton,"€ 1,188","€ 61,781","€ 68,355","€ 5,469","€ 21,560","€ 12,761","€ 21,992"
Aston Villa,"€ 1,144","€ 59,502","€ 65,833","€ 11,896","€ 16,103","€ 13,064","€ 18,440"
Wolverhampton,"€ 1,124","€ 58,467","€ 64,688","€ 8,203","€ 14,436","€ 16,301","€ 19,526"
Brighton,"€ 1,078","€ 56,055","€ 62,019","€ 4,008","€ 17,633","€ 20,286","€ 14,128"
Bournemouth,"€ 1,016","€ 52,842","€ 58,464","€ 3,038","€ 19,024","€ 12,036","€ 18,744"
Burnley,€ 993,"€ 51,662","€ 57,158","€ 5,773","€ 17,692","€ 14,221","€ 13,976"
Norwich,€ 600,"€ 31,207","€ 34,528","€ 5,551","€ 7,970","€ 8,565","€ 9,122"
Sheffield United,€ 539,"€ 28,010","€ 30,990","€ 2,127","€ 9,827","€ 6,450","€ 9,605"
Total,"€ 35,199","€ 1,830,463","€ 2,025,224","€ 169,435","€ 546,999","€ 429,291","€ 684,741"
