Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Bayern Munich,"€ 2,589","€ 134,630","€ 155,580","€ 11,630","€ 41,650","€ 41,340","€ 40,010"
Borussia Dortmund,"€ 1,105","€ 57,480","€ 66,425","€ 4,470","€ 14,340","€ 33,100","€ 5,570"
Wolfsburg,"€ 1,097","€ 57,050","€ 65,928","€ 3,640","€ 21,680","€ 13,980","€ 17,750"
Schalke 04,€ 895,"€ 46,520","€ 53,759","€ 3,420","€ 15,150","€ 8,090","€ 19,860"
Bayer Leverkusen,€ 607,"€ 31,570","€ 36,483","€ 3,530","€ 9,830","€ 9,320","€ 8,890"
Monchengladbach,€ 603,"€ 31,380","€ 36,263","€ 1,720","€ 11,160","€ 3,910","€ 14,590"
Hamburg,€ 544,"€ 28,310","€ 32,715","€ 2,300","€ 5,920","€ 6,940","€ 13,150"
Hoffenheim,€ 510,"€ 26,500","€ 30,624","€ 2,320","€ 6,300","€ 7,250","€ 10,630"
Hertha Berlin,€ 452,"€ 23,480","€ 27,134","€ 1,630","€ 7,190","€ 6,690","€ 7,970"
Hannover,€ 415,"€ 21,600","€ 24,961","€ 1,990","€ 6,150","€ 5,490","€ 7,970"
Stuttgart,€ 406,"€ 21,130","€ 24,418","€ 1,730","€ 7,150","€ 6,240","€ 6,010"
Eintracht Frankfurt,€ 383,"€ 19,910","€ 23,008","€ 1,080","€ 5,780","€ 8,470","€ 4,580"
Werder Bremen,€ 371,"€ 19,280","€ 22,280","€ 1,730","€ 6,470","€ 6,260","€ 4,820"
Mainz,€ 289,"€ 15,040","€ 17,380","€ 1,530","€ 3,910","€ 7,830","€ 1,770"
Augsburg,€ 278,"€ 14,430","€ 16,675","€ 1,060","€ 4,660","€ 4,430","€ 4,280"
Koln,€ 261,"€ 13,590","€ 15,705","€ 1,880","€ 4,540","€ 3,770","€ 3,400"
Ingolstadt,€ 181,"€ 9,410","€ 10,874","€ 1,160","€ 3,200","€ 1,960","€ 3,090"
Darmstadt,€ 156,"€ 8,090","€ 9,349",€ 550,"€ 2,960","€ 3,020","€ 1,560"
Total,"€ 11,142","€ 579,400","€ 669,561","€ 47,370","€ 178,040","€ 178,090","€ 175,900"
