Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Bayern Munich,"€ 5,306","€ 275,910","€ 275,910","€ 28,180","€ 86,320","€ 46,700","€ 114,710"
Borussia Dortmund,"€ 2,392","€ 124,400","€ 124,400","€ 3,090","€ 48,450","€ 19,700","€ 53,160"
Leipzig,"€ 2,071","€ 107,680","€ 107,680","€ 6,760","€ 38,240","€ 13,000","€ 49,680"
Bayer Leverkusen,"€ 1,168","€ 60,720","€ 60,720","€ 4,490","€ 15,350","€ 13,700","€ 27,180"
Wolfsburg,"€ 1,143","€ 59,440","€ 59,440","€ 5,650","€ 15,670","€ 17,480","€ 20,640"
Monchengladbach,"€ 1,131","€ 58,810","€ 58,810","€ 7,960","€ 17,170","€ 13,050","€ 20,630"
Hoffenheim,"€ 1,027","€ 53,400","€ 53,400","€ 3,480","€ 18,260","€ 13,700","€ 17,960"
Schalke 04,€ 806,"€ 41,910","€ 41,910","€ 4,380","€ 10,110","€ 8,670","€ 18,750"
Eintracht Frankfurt,€ 760,"€ 39,510","€ 39,510","€ 4,290","€ 13,520","€ 6,750","€ 14,950"
Mainz,€ 667,"€ 34,680","€ 34,680","€ 2,220","€ 12,140","€ 7,900","€ 12,420"
Hertha Berlin,€ 660,"€ 34,300","€ 34,300","€ 2,590","€ 8,400","€ 9,740","€ 13,570"
Augsburg,€ 576,"€ 29,930","€ 29,930","€ 1,860","€ 6,090","€ 7,440","€ 14,540"
Koln,€ 566,"€ 29,440","€ 29,440","€ 4,860","€ 8,340","€ 4,240","€ 12,000"
Union Berlin,€ 507,"€ 26,380","€ 26,380","€ 2,460","€ 9,620","€ 7,380","€ 6,920"
Werder Bremen,€ 487,"€ 25,320","€ 25,320","€ 2,950","€ 8,030","€ 4,170","€ 10,170"
Freiburg,€ 409,"€ 21,290","€ 21,290","€ 1,010","€ 12,100","€ 2,110","€ 6,070"
Stuttgart,€ 367,"€ 19,070","€ 19,070",€ 790,"€ 7,900","€ 2,070","€ 8,310"
Bochum,€ 327,"€ 16,990","€ 16,990","€ 1,790","€ 7,580","€ 2,050","€ 5,570"
Total,"€ 20,370","€ 1,059,180","€ 1,059,180","€ 88,810","€ 343,290","€ 199,850","€ 427,230"
