Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Bayern Munich,"€ 2,249","€ 116,970","€ 135,837","€ 9,540","€ 32,530","€ 41,160","€ 33,740"
Wolfsburg,"€ 1,114","€ 57,950","€ 67,297","€ 3,160","€ 20,540","€ 21,680","€ 12,570"
Borussia Dortmund,"€ 1,058","€ 54,990","€ 63,860","€ 3,580","€ 18,280","€ 22,720","€ 10,410"
Schalke 04,€ 971,"€ 50,500","€ 58,645","€ 2,810","€ 14,960","€ 9,680","€ 23,050"
Hamburg,€ 774,"€ 40,250","€ 46,742","€ 2,280","€ 10,800","€ 16,240","€ 10,930"
Bayer Leverkusen,€ 619,"€ 32,170","€ 37,359","€ 3,680","€ 8,950","€ 10,210","€ 9,330"
Monchengladbach,€ 519,"€ 26,990","€ 31,343","€ 1,270","€ 9,400","€ 5,720","€ 10,600"
Hoffenheim,€ 504,"€ 26,200","€ 30,426","€ 2,360","€ 6,580","€ 9,000","€ 8,260"
Stuttgart,€ 474,"€ 24,630","€ 28,603","€ 1,270","€ 6,490","€ 8,120","€ 8,750"
Hannover,€ 458,"€ 23,830","€ 27,674","€ 2,620","€ 8,060","€ 5,850","€ 7,300"
Werder Bremen,€ 407,"€ 21,170","€ 24,585","€ 1,360","€ 6,390","€ 7,560","€ 5,860"
Hertha Berlin,€ 375,"€ 19,500","€ 22,645","€ 1,880","€ 4,370","€ 7,720","€ 5,530"
Mainz,€ 339,"€ 17,630","€ 20,474","€ 1,320","€ 3,870","€ 7,880","€ 4,560"
Eintracht Frankfurt,€ 338,"€ 17,580","€ 20,416","€ 1,960","€ 3,530","€ 5,010","€ 7,080"
Freiburg,€ 262,"€ 13,630","€ 15,828","€ 1,550","€ 5,040","€ 2,870","€ 4,170"
Koln,€ 238,"€ 12,360","€ 14,354","€ 1,030","€ 4,840","€ 3,370","€ 3,120"
Augsburg,€ 236,"€ 12,260","€ 14,237",€ 830,"€ 3,480","€ 2,280","€ 5,670"
Paderborn,€ 147,"€ 7,640","€ 8,872",€ 490,"€ 2,070","€ 2,130","€ 2,950"
Total,"€ 11,082","€ 576,250","€ 669,197","€ 42,990","€ 170,180","€ 189,200","€ 173,880"
