Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Bayern Munich,"€ 3,727","€ 193,790","€ 213,769","€ 17,850","€ 51,980","€ 54,500","€ 69,460"
Borussia Dortmund,"€ 1,806","€ 93,900","€ 103,581","€ 4,630","€ 21,170","€ 52,150","€ 15,950"
Schalke 04,"€ 1,346","€ 69,980","€ 77,195","€ 3,260","€ 24,790","€ 22,740","€ 19,190"
Wolfsburg,"€ 1,291","€ 67,150","€ 74,073","€ 2,370","€ 20,040","€ 21,100","€ 23,640"
Bayer Leverkusen,"€ 1,040","€ 54,060","€ 59,633","€ 2,850","€ 18,830","€ 12,300","€ 20,080"
Leipzig,"€ 1,021","€ 53,070","€ 58,541","€ 3,810","€ 15,480","€ 11,990","€ 21,790"
Monchengladbach,€ 906,"€ 47,130","€ 51,989","€ 3,200","€ 10,780","€ 11,120","€ 22,030"
Eintracht Frankfurt,€ 751,"€ 39,030","€ 43,054","€ 5,820","€ 11,680","€ 12,970","€ 8,560"
Stuttgart,€ 696,"€ 36,200","€ 39,932","€ 1,840","€ 12,680","€ 13,600","€ 8,080"
Hoffenheim,€ 681,"€ 35,400","€ 39,050","€ 3,200","€ 10,470","€ 12,110","€ 9,620"
Werder Bremen,€ 678,"€ 35,250","€ 38,884","€ 3,200","€ 8,670","€ 9,160","€ 14,220"
Hertha Berlin,€ 602,"€ 31,320","€ 34,549","€ 3,230","€ 8,810","€ 8,620","€ 10,660"
Hannover,€ 595,"€ 30,920","€ 34,108","€ 1,360","€ 10,190","€ 6,940","€ 12,430"
Augsburg,€ 457,"€ 23,740","€ 26,187","€ 1,380","€ 8,360","€ 5,420","€ 8,580"
Mainz,€ 427,"€ 22,220","€ 24,511","€ 2,640","€ 7,080","€ 7,400","€ 5,100"
Freiburg,€ 310,"€ 16,110","€ 17,771","€ 1,050","€ 4,700","€ 3,350","€ 7,010"
Dusseldorf,€ 292,"€ 15,160","€ 16,723","€ 1,350","€ 5,160","€ 2,710","€ 5,940"
Nurnberg,€ 211,"€ 10,950","€ 12,079","€ 1,030","€ 2,600","€ 2,710","€ 4,610"
Total,"€ 16,837","€ 875,380","€ 965,629","€ 64,070","€ 253,470","€ 270,890","€ 286,950"
