Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Bayern Munich,"€ 3,130","€ 162,740","€ 185,268","€ 18,330","€ 53,130","€ 36,850","€ 54,430"
Wolfsburg,"€ 1,516","€ 78,850","€ 89,765","€ 5,140","€ 25,790","€ 33,640","€ 14,280"
Borussia Dortmund,"€ 1,467","€ 76,290","€ 86,851","€ 5,400","€ 16,660","€ 38,380","€ 15,850"
Schalke 04,"€ 1,203","€ 62,560","€ 71,220","€ 3,110","€ 23,770","€ 14,320","€ 21,360"
Bayer Leverkusen,€ 947,"€ 49,260","€ 56,079","€ 4,220","€ 16,050","€ 11,030","€ 17,960"
Monchengladbach,€ 725,"€ 37,720","€ 42,941","€ 3,060","€ 10,930","€ 6,260","€ 17,470"
Hamburg,€ 645,"€ 33,530","€ 38,171","€ 3,160","€ 11,410","€ 10,610","€ 8,350"
Werder Bremen,€ 567,"€ 29,490","€ 33,572","€ 1,350","€ 8,080","€ 7,890","€ 12,170"
Hoffenheim,€ 563,"€ 29,280","€ 33,333","€ 3,200","€ 7,700","€ 10,120","€ 8,260"
Leipzig,€ 530,"€ 27,570","€ 31,386","€ 2,550","€ 8,240","€ 5,770","€ 11,010"
Mainz,€ 428,"€ 22,270","€ 25,353","€ 1,150","€ 5,660","€ 10,290","€ 5,170"
Hertha Berlin,€ 414,"€ 21,520","€ 24,499","€ 1,980","€ 7,680","€ 4,960","€ 6,900"
Koln,€ 387,"€ 20,110","€ 22,894","€ 2,060","€ 7,620","€ 6,580","€ 3,850"
Eintracht Frankfurt,€ 383,"€ 19,890","€ 22,643","€ 1,020","€ 7,270","€ 4,940","€ 6,660"
Augsburg,€ 346,"€ 18,000","€ 20,492","€ 1,120","€ 6,380","€ 6,220","€ 4,280"
Darmstadt,€ 287,"€ 14,900","€ 16,963",€ 950,"€ 3,670","€ 3,350","€ 6,930"
Freiburg,€ 243,"€ 12,630","€ 14,378","€ 1,380","€ 2,820","€ 4,600","€ 3,830"
Ingolstadt,€ 239,"€ 12,450","€ 14,173","€ 1,450","€ 4,460","€ 2,900","€ 3,640"
Total,"€ 14,020","€ 729,060","€ 829,981","€ 60,630","€ 227,320","€ 218,710","€ 222,400"
