Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Bayern Munich,"€ 4,543","€ 236,210","€ 236,210","€ 24,500","€ 52,850","€ 61,300","€ 97,560"
Borussia Dortmund,"€ 2,239","€ 116,450","€ 116,450","€ 7,830","€ 39,740","€ 24,000","€ 44,880"
Leipzig,"€ 1,559","€ 81,060","€ 81,060","€ 6,480","€ 23,680","€ 15,170","€ 35,730"
Wolfsburg,"€ 1,424","€ 74,070","€ 74,070","€ 5,310","€ 21,300","€ 18,700","€ 28,760"
Bayer Leverkusen,"€ 1,095","€ 56,950","€ 56,950","€ 4,750","€ 13,550","€ 12,730","€ 25,920"
Monchengladbach,"€ 1,050","€ 54,600","€ 54,600","€ 5,020","€ 17,170","€ 12,120","€ 20,290"
Hoffenheim,€ 926,"€ 48,130","€ 48,130","€ 3,390","€ 14,300","€ 12,850","€ 17,590"
Eintracht Frankfurt,€ 836,"€ 43,490","€ 43,490","€ 4,130","€ 11,320","€ 11,710","€ 16,330"
Hertha Berlin,€ 722,"€ 37,560","€ 37,560","€ 3,490","€ 11,250","€ 10,710","€ 12,110"
Koln,€ 621,"€ 32,310","€ 32,310","€ 3,970","€ 10,100","€ 4,850","€ 13,390"
Augsburg,€ 489,"€ 25,410","€ 25,410","€ 1,770","€ 5,460","€ 5,280","€ 12,900"
Union Berlin,€ 485,"€ 25,240","€ 25,240","€ 2,000","€ 9,350","€ 4,370","€ 9,520"
Mainz,€ 477,"€ 24,800","€ 24,800","€ 2,370","€ 9,810","€ 4,980","€ 7,640"
Stuttgart,€ 349,"€ 18,160","€ 18,160",€ 790,"€ 5,020","€ 5,160","€ 7,190"
Bochum,€ 303,"€ 15,770","€ 15,770","€ 1,380","€ 4,520","€ 4,650","€ 5,220"
Freiburg,€ 267,"€ 13,900","€ 13,900","€ 1,010","€ 5,700","€ 2,670","€ 4,520"
Furth,€ 244,"€ 12,700","€ 12,700","€ 1,740","€ 3,900","€ 3,580","€ 3,480"
Arminia Bielefeld,€ 204,"€ 10,630","€ 10,630",€ 890,"€ 3,040","€ 4,870","€ 1,830"
Total,"€ 17,833","€ 927,440","€ 927,440","€ 80,820","€ 262,060","€ 219,700","€ 364,860"
