Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Bayern Munich,"€ 3,516","€ 182,850","€ 204,617","€ 17,540","€ 47,800","€ 52,950","€ 64,560"
Borussia Dortmund,"€ 1,554","€ 80,790","€ 90,407","€ 5,480","€ 15,670","€ 41,730","€ 17,910"
Wolfsburg,"€ 1,199","€ 62,360","€ 69,784","€ 2,360","€ 17,840","€ 26,010","€ 16,150"
Bayer Leverkusen,"€ 1,052","€ 54,700","€ 61,212","€ 4,360","€ 13,070","€ 15,400","€ 21,870"
Monchengladbach,€ 845,"€ 43,920","€ 49,148","€ 3,200","€ 12,290","€ 7,730","€ 20,700"
Schalke 04,€ 833,"€ 43,340","€ 48,499","€ 3,240","€ 14,210","€ 13,450","€ 12,440"
Leipzig,€ 822,"€ 42,750","€ 47,839","€ 3,300","€ 9,040","€ 11,530","€ 18,880"
Hoffenheim,€ 717,"€ 37,260","€ 41,696","€ 3,200","€ 10,550","€ 10,160","€ 13,350"
Hamburg,€ 628,"€ 32,630","€ 36,514","€ 1,780","€ 8,840","€ 13,010","€ 9,000"
Stuttgart,€ 544,"€ 28,300","€ 31,669","€ 1,830","€ 8,390","€ 5,920","€ 12,160"
Hannover,€ 526,"€ 27,350","€ 30,606","€ 1,170","€ 9,670","€ 5,930","€ 10,580"
Werder Bremen,€ 523,"€ 27,200","€ 30,438",€ 890,"€ 8,670","€ 6,240","€ 11,400"
Eintracht Frankfurt,€ 499,"€ 25,940","€ 29,028","€ 1,040","€ 7,660","€ 7,930","€ 9,310"
Koln,€ 484,"€ 25,180","€ 28,177","€ 2,040","€ 7,480","€ 9,700","€ 5,960"
Hertha Berlin,€ 477,"€ 24,800","€ 27,752","€ 1,800","€ 8,560","€ 3,930","€ 10,510"
Freiburg,€ 359,"€ 18,670","€ 20,893","€ 1,810","€ 4,760","€ 6,750","€ 5,350"
Mainz,€ 352,"€ 18,320","€ 20,501","€ 1,880","€ 5,790","€ 6,460","€ 4,190"
Augsburg,€ 332,"€ 17,240","€ 19,292","€ 1,930","€ 6,550","€ 5,820","€ 2,940"
Total,"€ 15,262","€ 793,600","€ 888,072","€ 58,850","€ 216,840","€ 250,650","€ 267,260"
