Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Barcelona,"€ 3,139","€ 163,220","€ 189,393","€ 10,080","€ 35,160","€ 52,830","€ 65,150"
Real Madrid,"€ 2,927","€ 152,210","€ 176,618","€ 12,800","€ 33,240","€ 42,300","€ 63,870"
Atletico Madrid,"€ 1,155","€ 60,050","€ 69,679","€ 3,450","€ 9,920","€ 20,130","€ 26,550"
Valencia,€ 598,"€ 31,080","€ 36,064","€ 2,060","€ 6,550","€ 7,810","€ 14,660"
Villarreal,€ 503,"€ 26,130","€ 30,320","€ 2,650","€ 6,360","€ 6,830","€ 10,290"
Sevilla,€ 501,"€ 26,050","€ 30,227",€ 870,"€ 7,290","€ 7,890","€ 10,000"
Athletic Club,€ 467,"€ 24,290","€ 28,185","€ 1,990","€ 6,800","€ 6,700","€ 8,800"
Espanyol,€ 341,"€ 17,710","€ 20,550","€ 3,300","€ 6,970","€ 1,910","€ 5,530"
Malaga,€ 322,"€ 16,730","€ 19,413","€ 1,900","€ 5,470","€ 6,030","€ 3,330"
Getafe,€ 286,"€ 14,870","€ 17,254","€ 1,730","€ 4,550","€ 3,160","€ 5,430"
Celta Vigo,€ 261,"€ 13,550","€ 15,723","€ 1,290","€ 4,320","€ 2,840","€ 5,100"
Levante,€ 251,"€ 13,040","€ 15,131",€ 300,"€ 5,330","€ 2,880","€ 4,530"
Rayo Vallecano,€ 238,"€ 12,350","€ 14,330",€ 970,"€ 3,760","€ 1,850","€ 5,770"
Granada,€ 226,"€ 11,730","€ 13,611",€ 140,"€ 2,680","€ 4,630","€ 4,280"
Real Sociedad,€ 217,"€ 11,300","€ 13,112",€ 190,"€ 3,400","€ 4,980","€ 2,730"
Deportivo,€ 204,"€ 10,600","€ 12,300",€ 170,"€ 3,860","€ 3,790","€ 2,780"
Cordoba,€ 161,"€ 8,360","€ 9,701",€ 420,"€ 2,190","€ 3,930","€ 1,820"
Eibar,€ 141,"€ 7,310","€ 8,482",€ 340,"€ 2,180","€ 1,580","€ 3,210"
Almeria,€ 104,"€ 5,410","€ 6,278",€ 240,"€ 1,860","€ 1,220","€ 2,090"
Elche,€ 100,"€ 5,190","€ 6,022",€ 950,"€ 1,750",€ 820,"€ 1,670"
Total,"€ 12,142","€ 631,180","€ 732,393","€ 45,840","€ 153,640","€ 184,110","€ 247,590"
