Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Barcelona,"€ 5,029","€ 261,530","€ 298,250","€ 16,970","€ 69,410","€ 73,680","€ 101,470"
Real Madrid,"€ 3,825","€ 198,890","€ 226,815","€ 7,760","€ 49,820","€ 55,850","€ 85,460"
Atletico Madrid,"€ 1,704","€ 88,590","€ 101,028","€ 4,890","€ 32,430","€ 24,190","€ 27,080"
Valencia,"€ 1,358","€ 70,600","€ 80,513","€ 2,480","€ 27,410","€ 14,470","€ 26,240"
Sevilla,"€ 1,344","€ 69,910","€ 79,726","€ 8,920","€ 15,570","€ 27,380","€ 18,040"
Athletic Club,€ 711,"€ 36,950","€ 42,138","€ 4,080","€ 14,160","€ 8,920","€ 9,790"
Celta Vigo,€ 696,"€ 36,210","€ 41,294","€ 2,170","€ 9,990","€ 8,900","€ 15,150"
Espanyol,€ 627,"€ 32,590","€ 37,166","€ 5,270","€ 8,510","€ 7,650","€ 11,160"
Villarreal,€ 602,"€ 31,310","€ 35,706","€ 3,710","€ 8,090","€ 6,080","€ 13,430"
Deportivo,€ 578,"€ 30,040","€ 34,258","€ 1,510","€ 8,140","€ 6,980","€ 13,410"
Granada,€ 466,"€ 24,250","€ 27,655","€ 1,470","€ 6,640","€ 7,650","€ 8,490"
Real Sociedad,€ 450,"€ 23,410","€ 26,697","€ 2,760","€ 5,970","€ 8,140","€ 6,540"
Malaga,€ 450,"€ 23,400","€ 26,685","€ 1,450","€ 10,930","€ 5,190","€ 5,830"
Real Betis,€ 348,"€ 18,100","€ 20,641","€ 1,790","€ 4,130","€ 7,150","€ 5,030"
Eibar,€ 340,"€ 17,670","€ 20,151",€ 710,"€ 4,940","€ 2,840","€ 9,180"
Las Palmas,€ 277,"€ 14,380","€ 16,399",€ 730,"€ 2,760","€ 5,120","€ 5,770"
Osasuna,€ 274,"€ 14,260","€ 16,262","€ 4,730","€ 1,470","€ 2,230","€ 5,830"
Sporting Gijon,€ 241,"€ 12,540","€ 14,301",€ 930,"€ 4,930","€ 1,660","€ 5,020"
Alaves,€ 229,"€ 11,930","€ 13,605",€ 720,"€ 4,010","€ 4,080","€ 3,120"
Leganes,€ 229,"€ 11,930","€ 13,605",€ 720,"€ 4,010","€ 4,080","€ 3,120"
Total,"€ 19,549","€ 1,016,560","€ 1,159,290","€ 73,050","€ 289,310","€ 278,160","€ 376,040"
