Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Barcelona,"€ 6,039","€ 314,010","€ 349,752","€ 13,050","€ 105,460","€ 53,550","€ 141,950"
Real Madrid,"€ 4,703","€ 244,550","€ 272,386","€ 26,080","€ 78,600","€ 65,370","€ 74,500"
Atletico Madrid,"€ 3,899","€ 202,760","€ 225,839","€ 23,360","€ 36,710","€ 37,240","€ 105,450"
Sevilla,"€ 1,457","€ 75,740","€ 84,361","€ 2,160","€ 21,910","€ 26,390","€ 25,280"
Valencia,"€ 1,451","€ 75,440","€ 84,027","€ 4,670","€ 23,160","€ 17,990","€ 29,620"
Celta Vigo,"€ 1,327","€ 69,010","€ 76,865","€ 4,760","€ 26,090","€ 15,010","€ 23,150"
Athletic Club,"€ 1,026","€ 53,340","€ 59,411","€ 3,010","€ 22,970","€ 13,300","€ 14,060"
Villarreal,€ 915,"€ 47,590","€ 53,007","€ 4,220","€ 12,470","€ 14,920","€ 15,980"
Real Sociedad,€ 713,"€ 37,100","€ 41,323","€ 4,470","€ 10,460","€ 7,610","€ 14,560"
Levante,€ 712,"€ 37,030","€ 41,245","€ 17,150","€ 6,340","€ 5,900","€ 7,640"
Real Betis,€ 669,"€ 34,790","€ 38,750","€ 2,110","€ 10,020","€ 10,210","€ 12,450"
Espanyol,€ 582,"€ 30,260","€ 33,704","€ 5,380","€ 10,500","€ 5,680","€ 8,700"
Alaves,€ 423,"€ 21,970","€ 24,471","€ 1,140","€ 5,740","€ 3,460","€ 11,630"
Eibar,€ 372,"€ 19,340","€ 21,541","€ 2,080","€ 4,930","€ 3,990","€ 8,340"
Getafe,€ 371,"€ 19,310","€ 21,508","€ 1,540","€ 5,310","€ 6,820","€ 5,640"
Rayo Vallecano,€ 365,"€ 18,960","€ 21,118",€ 540,"€ 6,490","€ 5,090","€ 6,840"
Girona,€ 337,"€ 17,530","€ 19,525","€ 1,490","€ 6,640","€ 6,120","€ 3,280"
Leganes,€ 337,"€ 17,530","€ 19,525","€ 1,490","€ 6,640","€ 6,120","€ 3,280"
Valladolid,€ 308,"€ 16,030","€ 17,855","€ 1,440","€ 3,720","€ 3,430","€ 7,440"
Huesca,€ 287,"€ 14,940","€ 16,641","€ 1,060","€ 6,560","€ 3,080","€ 4,240"
Total,"€ 25,956","€ 1,349,700","€ 1,503,329","€ 119,710","€ 404,080","€ 305,160","€ 520,750"
