Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Barcelona,"€ 6,514","€ 338,720","€ 367,141","€ 15,430","€ 106,810","€ 51,040","€ 165,440"
Real Madrid,"€ 5,963","€ 310,070","€ 336,087","€ 15,940","€ 109,590","€ 61,370","€ 123,170"
Atletico Madrid,"€ 3,378","€ 175,630","€ 190,366","€ 21,720","€ 40,040","€ 44,850","€ 69,020"
Valencia,"€ 1,421","€ 73,910","€ 80,111","€ 7,310","€ 22,740","€ 12,000","€ 31,860"
Sevilla,"€ 1,379","€ 71,710","€ 77,727","€ 5,410","€ 20,100","€ 21,620","€ 24,580"
Athletic Club,"€ 1,340","€ 69,700","€ 75,548","€ 9,020","€ 22,650","€ 5,490","€ 32,540"
Villarreal,"€ 1,263","€ 65,670","€ 71,180","€ 6,420","€ 22,620","€ 17,680","€ 18,950"
Real Sociedad,€ 901,"€ 46,830","€ 50,759","€ 4,200","€ 10,200","€ 10,990","€ 21,440"
Real Betis,€ 758,"€ 39,420","€ 42,728","€ 2,850","€ 12,530","€ 6,440","€ 17,600"
Celta Vigo,€ 745,"€ 38,730","€ 41,980","€ 4,380","€ 13,820","€ 3,000","€ 17,530"
Granada,€ 503,"€ 26,150","€ 28,344",€ 610,"€ 7,860","€ 8,280","€ 9,400"
Getafe,€ 490,"€ 25,500","€ 27,640","€ 2,130","€ 5,620","€ 8,230","€ 9,520"
Alaves,€ 452,"€ 23,500","€ 25,472","€ 1,050","€ 4,710","€ 6,080","€ 11,660"
Valladolid,€ 446,"€ 23,210","€ 25,157","€ 1,740","€ 5,530","€ 6,470","€ 9,470"
Osasuna,€ 388,"€ 20,150","€ 21,841","€ 2,080","€ 6,900","€ 1,870","€ 9,300"
Levante,€ 348,"€ 18,080","€ 19,597","€ 1,500","€ 4,300","€ 5,790","€ 6,490"
Eibar,€ 337,"€ 17,540","€ 19,012","€ 1,730","€ 4,340","€ 4,470","€ 7,000"
Huesca,€ 327,"€ 17,000","€ 18,426","€ 1,450","€ 6,150","€ 4,070","€ 5,330"
Cadiz,€ 325,"€ 16,890","€ 18,307","€ 1,170","€ 3,870","€ 3,530","€ 8,320"
Elche,€ 257,"€ 13,385","€ 14,508","€ 2,170","€ 3,640","€ 3,410","€ 4,165"
Total,"€ 27,535","€ 1,431,795","€ 1,551,931","€ 108,310","€ 434,020","€ 286,680","€ 602,785"
