Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Barcelona,"€ 3,318","€ 172,530","€ 199,378","€ 10,620","€ 40,900","€ 49,700","€ 71,310"
Real Madrid,"€ 2,918","€ 151,750","€ 175,364","€ 7,050","€ 40,220","€ 37,080","€ 67,400"
Atletico Madrid,"€ 1,224","€ 63,670","€ 73,578","€ 3,320","€ 18,380","€ 21,400","€ 20,570"
Valencia,€ 995,"€ 51,760","€ 59,814","€ 3,500","€ 14,690","€ 15,720","€ 17,850"
Sevilla,€ 659,"€ 34,250","€ 39,580","€ 2,090","€ 14,490","€ 7,470","€ 10,200"
Athletic Club,€ 507,"€ 26,360","€ 30,462","€ 2,050","€ 7,620","€ 8,730","€ 7,960"
Villarreal,€ 444,"€ 23,090","€ 26,683","€ 3,010","€ 7,570","€ 6,520","€ 5,990"
Celta Vigo,€ 428,"€ 22,230","€ 25,689","€ 1,590","€ 5,240","€ 8,250","€ 7,150"
Real Sociedad,€ 410,"€ 21,320","€ 24,638","€ 1,950","€ 7,470","€ 7,060","€ 4,840"
Real Betis,€ 396,"€ 20,610","€ 23,817","€ 1,600","€ 6,090","€ 5,620","€ 7,300"
Levante,€ 324,"€ 16,840","€ 19,460",€ 580,"€ 6,430","€ 2,740","€ 7,090"
Granada,€ 323,"€ 16,820","€ 19,437","€ 1,320","€ 5,900","€ 6,980","€ 2,620"
Malaga,€ 305,"€ 15,870","€ 18,340","€ 2,160","€ 3,970","€ 5,600","€ 4,140"
Espanyol,€ 285,"€ 14,820","€ 17,126","€ 1,190","€ 3,830","€ 3,530","€ 6,270"
Deportivo,€ 262,"€ 13,630","€ 15,751",€ 760,"€ 4,800","€ 7,110",€ 960
Rayo Vallecano,€ 259,"€ 13,480","€ 15,578","€ 1,040","€ 4,000","€ 4,020","€ 4,420"
Eibar,€ 259,"€ 13,470","€ 15,566","€ 1,150","€ 4,380","€ 2,570","€ 5,370"
Getafe,€ 257,"€ 13,360","€ 15,439","€ 1,580","€ 4,090","€ 3,040","€ 4,650"
Las Palmas,€ 151,"€ 7,860","€ 9,083",€ 600,"€ 1,740","€ 3,150","€ 2,370"
Sporting Gijon,€ 122,"€ 6,360","€ 7,350",€ 610,"€ 1,940","€ 2,210","€ 1,600"
Total,"€ 13,846","€ 720,080","€ 832,133","€ 47,770","€ 203,750","€ 208,500","€ 260,060"
