Unnamed: 0_level_0,Combined Payroll,Combined Payroll,Inlfation (2023),By Position,By Position,By Position,By Position
Club,"Gross P/W (EUR, 000's)","Gross P/Y (EUR, 000's)","Adj. Gross (EUR, 000's)","Keeper (EUR, 000's)","Defense (EUR, 000's)","Midfield (EUR, 000's)","Forward (EUR, 000's)"
Barcelona,"€ 7,020","€ 365,020","€ 407,885","€ 15,190","€ 95,080","€ 90,500","€ 164,250"
Real Madrid,"€ 6,777","€ 352,410","€ 393,794","€ 18,550","€ 104,590","€ 61,360","€ 167,910"
Atletico Madrid,"€ 3,303","€ 171,730","€ 191,897","€ 22,880","€ 34,070","€ 41,100","€ 73,680"
Valencia,"€ 1,449","€ 75,360","€ 84,210","€ 5,840","€ 26,000","€ 15,820","€ 27,700"
Sevilla,"€ 1,367","€ 71,070","€ 79,416","€ 4,700","€ 14,940","€ 21,610","€ 29,820"
Athletic Club,"€ 1,105","€ 57,450","€ 64,196","€ 2,560","€ 23,060","€ 5,920","€ 25,910"
Villarreal,€ 989,"€ 51,450","€ 57,492","€ 4,070","€ 15,240","€ 15,770","€ 16,370"
Real Sociedad,€ 778,"€ 40,450","€ 45,200","€ 3,690","€ 10,290","€ 8,570","€ 17,900"
Espanyol,€ 710,"€ 36,900","€ 41,233","€ 5,300","€ 9,870","€ 6,070","€ 15,660"
Celta Vigo,€ 683,"€ 35,520","€ 39,691","€ 2,310","€ 7,820","€ 6,840","€ 18,550"
Real Betis,€ 679,"€ 35,330","€ 39,479","€ 1,050","€ 11,740","€ 6,980","€ 15,560"
Leganes,€ 552,"€ 28,710","€ 32,081","€ 1,360","€ 7,620","€ 7,080","€ 12,650"
Getafe,€ 503,"€ 26,160","€ 29,232","€ 1,760","€ 9,780","€ 6,290","€ 8,330"
Alaves,€ 431,"€ 22,395","€ 25,025","€ 2,950","€ 3,755","€ 7,390","€ 8,300"
Granada,€ 419,"€ 21,800","€ 24,360",€ 380,"€ 5,900","€ 5,990","€ 9,530"
Levante,€ 370,"€ 19,220","€ 21,477","€ 1,400","€ 6,400","€ 4,970","€ 6,450"
Eibar,€ 355,"€ 18,480","€ 20,650","€ 1,830","€ 5,370","€ 4,670","€ 6,610"
Valladolid,€ 292,"€ 15,170","€ 16,951","€ 1,750","€ 4,440","€ 2,910","€ 6,070"
Osasuna,€ 266,"€ 13,850","€ 15,476","€ 1,100","€ 4,570","€ 1,660","€ 6,520"
Mallorca,€ 227,"€ 11,820","€ 13,208","€ 1,590","€ 4,620","€ 1,470","€ 4,140"
Total,"€ 28,275","€ 1,470,295","€ 1,642,953","€ 100,260","€ 405,155","€ 322,970","€ 641,910"
